CharacterNameJp,TeamJp,CharacterOrder,LabelName,LabelSkill,SkillNameJp,InfoJp,HitCount,TargetType,Sp,EffectLabel,MaxSkillLevel,LabelSkillPart,SkillType,Power,MaxPower,RefParamDiffForMax,VsDpRate,VsHpRate,DamageRateRate,ElementList,BuffLimitType,BuffCategory,RefParamPower,RefParamWisdom,RefParamDexterity,RefParamSpirit,RefParamLuck,RefParamToughness,PowerRate,MaxPowerRate,AbilityLabel,AbilityPowerRate,AbilityMaxPowerRate,RefParamDiffForMaxPlus,Value1,Value2,SkillNamezhTW,InfozhTW,CharacterNamezhTW,TeamzhTW,CardNameJp,CardNamezhTW,LimitBreak,Generalize,SkillGrowthAbility
逢川 めぐみ,31A,13.0,MAikawa,MAikawaSkill06,ナイトフォール,闇を宿した大剣を叩きつけて敵を攻撃さらに2ターン厄状態にする,2,Single,5,,10,MAikawaSkill06,AttackSkill,450.0,2250.0,120,1.0,1.0,1.25,"['Dark', 'Strike']",None,None,1,0,1,0,0,0,0.05,0.02,AttackUp,0.02,0.02,20,0.0,0.0,黃昏,揮斬寄宿著黑暗的大劍攻擊敵人並使敵人陷入災厄狀態2回合,逢川 惠,31A,トワイライト・グロース,薄暮時分進益者,4.0,1.0,DebuffUp
逢川 めぐみ,31A,13.0,MAikawa,MAikawaSkill06,ナイトフォール,闇を宿した大剣を叩きつけて敵を攻撃さらに2ターン厄状態にする,2,Single,5,,10,MAikawaSkill06_2,Misfortune,2.0,0.0,0,0.0,0.0,0.0,,None,None,0,0,0,0,0,0,0.0,0.0,None,0.0,0.0,0,0.0,0.0,黃昏,揮斬寄宿著黑暗的大劍攻擊敵人並使敵人陷入災厄狀態2回合,逢川 惠,31A,トワイライト・グロース,薄暮時分進益者,4.0,1.0,DebuffUp
逢川 めぐみ,31A,13.0,MAikawa,MAikawaSkill51,リミット・インパクト,限界を超えた力で 遥か空中から一撃さらに 高確率でスタンさせる,1,Single,14,,13,MAikawaSkill51,AttackSkill,2502.0,12510.0,147,1.0,1.0,3.5,['Strike'],None,None,1,0,1,0,0,0,0.05,0.02,AttackUp,0.02,0.02,20,0.0,0.0,極限衝擊,以超越極限的力量，從高空中揮下一擊還有，有高機率讓敵人昏厥,逢川 惠,31A,Ikki Burst Strike,Ikki Burst Strike,4.0,1.0,DebuffUp
逢川 めぐみ,31A,13.0,MAikawa,MAikawaSkill51,リミット・インパクト,限界を超えた力で 遥か空中から一撃さらに 高確率でスタンさせる,1,Single,14,,13,MAikawaSkill51_2,StunRandom,0.5,1.0,147,0.0,0.0,0.0,,None,None,0,1,0,0,2,0,0.0,0.0,DebuffUp,0.02,0.02,20,0.0,0.0,極限衝擊,以超越極限的力量，從高空中揮下一擊還有，有高機率讓敵人昏厥,逢川 惠,31A,Ikki Burst Strike,Ikki Burst Strike,4.0,1.0,DebuffUp
逢川 めぐみ,31A,13.0,MAikawa,MAikawaSkill51Ev1,リミット・インパクト+,限界を超えた力で 遥か空中から一撃を与え 高確率でスタン31Aの隊員が3人以上のとき消費SP半減,1,Single,14,,17,MAikawaSkill51Ev1,AttackSkill,2502.0,12510.0,147,1.0,1.0,3.5,['Strike'],None,None,1,0,1,0,0,0,0.05,0.02,AttackUp,0.02,0.02,20,0.0,0.0,極限衝擊+,以超越極限的力量，從高空中揮下一擊並有高機率能造成敵人昏厥當31A的隊員有3名以上在場時，消耗SP減半,逢川 惠,31A,Ikki Burst Strike,Ikki Burst Strike,4.0,1.0,DebuffUp
逢川 めぐみ,31A,13.0,MAikawa,MAikawaSkill51Ev1,リミット・インパクト+,限界を超えた力で 遥か空中から一撃を与え 高確率でスタン31Aの隊員が3人以上のとき消費SP半減,1,Single,14,,17,MAikawaSkill51Ev1_2,StunRandom,0.5,1.0,147,0.0,0.0,0.0,,None,None,0,1,0,0,2,0,0.0,0.0,DebuffUp,0.02,0.02,20,0.0,0.0,極限衝擊+,以超越極限的力量，從高空中揮下一擊並有高機率能造成敵人昏厥當31A的隊員有3名以上在場時，消耗SP減半,逢川 惠,31A,Ikki Burst Strike,Ikki Burst Strike,4.0,1.0,DebuffUp
逢川 めぐみ,31A,13.0,MAikawa,MAikawaSkill52,ブレイブ・ストライク,セラフの力で光を宿し 敵全体を一刀両断さらに 高確率でスタンさせる,5,All,15,,10,MAikawaSkill52,AttackSkill,2175.0,10875.0,150,1.0,1.0,3.0,"['Light', 'Strike']",None,None,1,0,1,0,0,0,0.05,0.02,AttackUp,0.02,0.02,20,0.0,0.0,英勇直擊,以熾天使之力寄宿光的力量，將全體敵人砍成兩半還有，有高機率讓敵人昏厥,逢川 惠,31A,一夜の夢,一夜之夢,4.0,0.0,DebuffUp
逢川 めぐみ,31A,13.0,MAikawa,MAikawaSkill52,ブレイブ・ストライク,セラフの力で光を宿し 敵全体を一刀両断さらに 高確率でスタンさせる,5,All,15,,10,MAikawaSkill52_2,StunRandom,0.5,1.0,150,0.0,0.0,0.0,,None,None,0,1,0,0,2,0,0.0,0.0,DebuffUp,0.02,0.02,20,0.0,0.0,英勇直擊,以熾天使之力寄宿光的力量，將全體敵人砍成兩半還有，有高機率讓敵人昏厥,逢川 惠,31A,一夜の夢,一夜之夢,4.0,0.0,DebuffUp
逢川 めぐみ,31A,13.0,MAikawa,MAikawaSkill53,神楽浄火・閃,烏有の地に炎を宿し 火属性強化フィールド(大)を8ターン展開敵の火属性防御力を2ターン下げ 激烈な炎で焼き尽くす,5,Single,15,,10,MAikawaSkill53,AttackSkill,2502.0,12510.0,147,1.0,1.0,3.5,"['Fire', 'Strike']",None,None,1,0,1,0,0,0,0.05,0.02,AttackUp,0.02,0.02,20,0.0,0.0,神樂淨火‧閃,在虛無之地寄宿火焰之力，展開火屬性強化空間（大）8回合降低敵人的火屬性防禦力2回合，並用烈焰將其燃燒殆盡,逢川 惠,31A,心、躍るFuel,歡欣雀躍Fuel,4.0,0.0,DebuffUp
逢川 めぐみ,31A,13.0,MAikawa,MAikawaSkill53,神楽浄火・閃,烏有の地に炎を宿し 火属性強化フィールド(大)を8ターン展開敵の火属性防御力を2ターン下げ 激烈な炎で焼き尽くす,5,Single,15,,10,MAikawaSkill53_2,DefenseDown,0.45,0.6,147,1.0,1.0,0.0,['Fire'],Default,DefenseDownFire_Turn,0,2,0,0,1,0,0.0,0.0,DebuffUp,0.02,0.02,20,0.0,0.0,神樂淨火‧閃,在虛無之地寄宿火焰之力，展開火屬性強化空間（大）8回合降低敵人的火屬性防禦力2回合，並用烈焰將其燃燒殆盡,逢川 惠,31A,心、躍るFuel,歡欣雀躍Fuel,4.0,0.0,DebuffUp
逢川 めぐみ,31A,13.0,MAikawa,MAikawaSkill53,神楽浄火・閃,烏有の地に炎を宿し 火属性強化フィールド(大)を8ターン展開敵の火属性防御力を2ターン下げ 激烈な炎で焼き尽くす,5,Field,15,,10,MAikawaSkill53_3,Zone,1.65,0.0,0,1.0,1.0,1.0,['Fire'],None,None,0,0,0,0,0,0,0.0,0.0,None,0.0,0.0,0,0.0,0.0,神樂淨火‧閃,在虛無之地寄宿火焰之力，展開火屬性強化空間（大）8回合降低敵人的火屬性防禦力2回合，並用烈焰將其燃燒殆盡,逢川 惠,31A,心、躍るFuel,歡欣雀躍Fuel,4.0,0.0,DebuffUp
逢川 めぐみ,31A,13.0,MAikawa,MAikawaSkill54,ヒットチャートからの一閃,敵の防御力と闇属性防御力を下げ(ターン永続) 闇属性で攻撃さらに 敵の回復力を致命的に下げる(ターン永続),3,Single,15,,10,MAikawaSkill54,AttackSkill,2178.0,10890.0,144,1.0,1.0,3.25,"['Dark', 'Strike']",None,None,1,0,1,0,0,0,0.05,0.02,AttackUp,0.02,0.02,20,0.0,0.0,音樂排行榜上的一閃,降低敵人的防禦力和闇屬性防禦力（回合永久），並以闇屬性進行攻擊且致命性降低敵人的回復能力（回合永久）,逢川 惠,31A,トワイライト・グロース,薄暮時分進益者,4.0,0.0,DebuffUp
逢川 めぐみ,31A,13.0,MAikawa,MAikawaSkill54,ヒットチャートからの一閃,敵の防御力と闇属性防御力を下げ(ターン永続) 闇属性で攻撃さらに 敵の回復力を致命的に下げる(ターン永続),3,Single,15,,10,MAikawaSkill54_2,DefenseDown,0.3,0.4,144,1.0,1.0,0.0,['Dark'],Default,DefenseDownDark_Eternal,0,2,0,0,1,0,0.0,0.0,DebuffUp,0.02,0.02,20,0.0,0.0,音樂排行榜上的一閃,降低敵人的防禦力和闇屬性防禦力（回合永久），並以闇屬性進行攻擊且致命性降低敵人的回復能力（回合永久）,逢川 惠,31A,トワイライト・グロース,薄暮時分進益者,4.0,0.0,DebuffUp
逢川 めぐみ,31A,13.0,MAikawa,MAikawaSkill54,ヒットチャートからの一閃,敵の防御力と闇属性防御力を下げ(ターン永続) 闇属性で攻撃さらに 敵の回復力を致命的に下げる(ターン永続),3,Single,15,,10,MAikawaSkill54_3,DefenseDown,0.2,0.3,144,1.0,1.0,0.0,,Default,DefenseDown_Eternal,0,2,0,0,1,0,0.0,0.0,DebuffUp,0.02,0.02,20,0.0,0.0,音樂排行榜上的一閃,降低敵人的防禦力和闇屬性防禦力（回合永久），並以闇屬性進行攻擊且致命性降低敵人的回復能力（回合永久）,逢川 惠,31A,トワイライト・グロース,薄暮時分進益者,4.0,0.0,DebuffUp
逢川 めぐみ,31A,13.0,MAikawa,MAikawaSkill54,ヒットチャートからの一閃,敵の防御力と闇属性防御力を下げ(ターン永続) 闇属性で攻撃さらに 敵の回復力を致命的に下げる(ターン永続),3,Single,15,,10,MAikawaSkill54_4,HealDown,1.0,0.0,0,0.0,0.0,0.0,,Once,HealDown_Eternal,0,0,0,0,0,0,0.0,0.0,DebuffUp,0.02,0.02,20,0.0,0.0,音樂排行榜上的一閃,降低敵人的防禦力和闇屬性防禦力（回合永久），並以闇屬性進行攻擊且致命性降低敵人的回復能力（回合永久）,逢川 惠,31A,トワイライト・グロース,薄暮時分進益者,4.0,0.0,DebuffUp
逢川 めぐみ,31A,13.0,MAikawa,MAikawaSkill91,追撃,敵に追撃する,2,Single,0,,10,MAikawaSkill91,AttackNormal,258.0,1290.0,114,1.0,1.0,0.75,['Strike'],None,None,1,0,1,0,0,0,0.0,0.0,None,0.0,0.0,0,0.0,0.0,追擊,深入追擊敵人,逢川 惠,31A,,,,,
桐生 美也,30G,43.0,MKiryu,MKiryuAttackNormal,通常攻撃,,3,Single,0,,10,MKiryuAttackNormal,AttackNormal,95.0,475.0,100,1.0,1.0,1.0,['Stab'],None,None,1,0,1,0,0,0,0.0,0.0,None,0.0,0.0,0,0.0,0.0,普通攻擊,,桐生 美也,30G,,,,,
桐生 美也,30G,43.0,MKiryu,MKiryuSkill01,呪怨の矢,敵を脆弱状態にしつつ狙いを定めた銃口から矢を放つ,1,Single,5,,10,MKiryuSkill01,AttackSkill,450.0,2250.0,120,1.0,1.0,1.25,['Stab'],None,None,1,0,1,0,0,0,0.05,0.02,AttackUp,0.02,0.02,20,0.0,0.0,咒怨之箭,使敵人陷入脆弱狀態瞄準標的，從槍口射出箭,桐生 美也,30G,幽幻閑寂いとらうたし,幽雅深邃，惹人憐愛,20.0,1.0,
桐生 美也,30G,43.0,MKiryu,MKiryuSkill01,呪怨の矢,敵を脆弱状態にしつつ狙いを定めた銃口から矢を放つ,1,Single,5,,10,MKiryuSkill01_2,Fragile,0.35,0.5,120,0.0,0.0,0.0,,Default,Fragile_Turn,0,1,0,0,2,0,0.0,0.0,DebuffUp,0.02,0.02,20,0.0,0.0,咒怨之箭,使敵人陷入脆弱狀態瞄準標的，從槍口射出箭,桐生 美也,30G,幽幻閑寂いとらうたし,幽雅深邃，惹人憐愛,20.0,1.0,
桐生 美也,30G,43.0,MKiryu,MKiryuSkill02,薙の矢,無数の矢を放ち 全体を攻撃さらに 脆弱状態にする,2,All,7,,10,MKiryuSkill02,AttackSkill,591.0,2955.0,126,1.0,1.0,1.4,['Stab'],None,None,1,0,1,0,0,0,0.05,0.02,AttackUp,0.02,0.02,20,0.0,0.0,薙矢,發射無數支箭攻擊全體敵人還有，使敵人陷入脆弱狀態,桐生 美也,30G,神祠見舞う儚さかな,神祠拜望，如夢似幻,10.0,1.0,DebuffUp
桐生 美也,30G,43.0,MKiryu,MKiryuSkill02,薙の矢,無数の矢を放ち 全体を攻撃さらに 脆弱状態にする,2,All,7,,10,MKiryuSkill02_2,Fragile,0.35,0.5,126,0.0,0.0,0.0,,Default,Fragile_Turn,0,1,0,0,2,0,0.0,0.0,DebuffUp,0.02,0.02,20,0.0,0.0,薙矢,發射無數支箭攻擊全體敵人還有，使敵人陷入脆弱狀態,桐生 美也,30G,神祠見舞う儚さかな,神祠拜望，如夢似幻,10.0,1.0,DebuffUp
桐生 美也,30G,43.0,MKiryu,MKiryuSkill03,神妙,厄災をもたらす無数の矢で 全体を攻撃さらに 2ターン厄状態にする,2,All,8,,10,MKiryuSkill03,AttackSkill,726.0,3630.0,129,1.0,1.0,1.6,['Stab'],None,None,1,0,1,0,0,0,0.05,0.02,AttackUp,0.02,0.02,20,0.0,0.0,神妙,用帶來災厄的無數支箭攻擊全體敵人還有，使敵人陷入災厄狀態2回合,桐生 美也,30G,星林遣らずの雨,星密如林，箭雨留人,4.0,1.0,DebuffUp
桐生 美也,30G,43.0,MKiryu,MKiryuSkill03,神妙,厄災をもたらす無数の矢で 全体を攻撃さらに 2ターン厄状態にする,2,All,8,,10,MKiryuSkill03_2,Misfortune,2.0,0.0,0,0.0,0.0,0.0,,None,None,0,0,0,0,0,0,0.0,0.0,None,0.0,0.0,0,0.0,0.0,神妙,用帶來災厄的無數支箭攻擊全體敵人還有，使敵人陷入災厄狀態2回合,桐生 美也,30G,星林遣らずの雨,星密如林，箭雨留人,4.0,1.0,DebuffUp
桐生 美也,30G,43.0,MKiryu,MKiryuSkill04,天変の相,凶兆の矢で敵を貫き 2ターン厄状態にするさらに 自身に追加ターン,1,Single,5,,10,MKiryuSkill04,AttackSkill,342.0,1710.0,117,1.0,1.0,1.0,['Stab'],None,None,1,0,1,0,0,0,0.05,0.02,AttackUp,0.02,0.02,20,0.0,0.0,變天之相,以凶兆之箭貫穿敵人，使之陷入災厄狀態2回合並賦予自己追加回合,桐生 美也,30G,豊楽ノ神秘,豐樂之神秘,4.0,1.0,DebuffUp
桐生 美也,30G,43.0,MKiryu,MKiryuSkill04,天変の相,凶兆の矢で敵を貫き 2ターン厄状態にするさらに 自身に追加ターン,1,Single,5,,10,MKiryuSkill04_2,Misfortune,2.0,0.0,0,0.0,0.0,0.0,,None,None,0,0,0,0,0,0,0.0,0.0,None,0.0,0.0,0,0.0,0.0,變天之相,以凶兆之箭貫穿敵人，使之陷入災厄狀態2回合並賦予自己追加回合,桐生 美也,30G,豊楽ノ神秘,豐樂之神秘,4.0,1.0,DebuffUp
桐生 美也,30G,43.0,MKiryu,MKiryuSkill04,天変の相,凶兆の矢で敵を貫き 2ターン厄状態にするさらに 自身に追加ターン,1,Self,5,,10,MKiryuSkill04_3,AdditionalTurn,1.0,0.0,0,0.0,0.0,0.0,,None,None,0,0,0,0,0,0,0.0,0.0,None,0.0,0.0,0,0.0,0.0,變天之相,以凶兆之箭貫穿敵人，使之陷入災厄狀態2回合並賦予自己追加回合,桐生 美也,30G,豊楽ノ神秘,豐樂之神秘,4.0,1.0,DebuffUp
桐生 美也,30G,43.0,MKiryu,MKiryuSkill51,光芒一閃,光属性強化フィールドを展開しまばゆい光の矢で 敵を射抜く,3,Single,12,,13,MKiryuSkill51,AttackSkill,1602.0,8010.0,138,1.0,1.0,2.75,"['Light', 'Stab']",None,None,1,0,1,0,0,0,0.05,0.02,AttackUp,0.02,0.02,20,0.0,0.0,光芒一閃,展開光屬性強化空間用耀眼的光箭射穿敵人,桐生 美也,30G,星林遣らずの雨,星密如林，箭雨留人,4.0,1.0,DebuffUp
桐生 美也,30G,43.0,MKiryu,MKiryuSkill51,光芒一閃,光属性強化フィールドを展開しまばゆい光の矢で 敵を射抜く,3,Field,12,,13,MKiryuSkill51_2,Zone,1.5,0.0,0,1.0,1.0,1.0,['Light'],None,None,0,0,0,0,0,0,0.0,0.0,None,0.0,0.0,0,0.0,0.0,光芒一閃,展開光屬性強化空間用耀眼的光箭射穿敵人,桐生 美也,30G,星林遣らずの雨,星密如林，箭雨留人,4.0,1.0,DebuffUp
桐生 美也,30G,43.0,MKiryu,MKiryuSkill52,御稲荷神話,2ターンの間敵の防御力を下げ 脆弱状態にし 稲妻で強襲する脆弱状態の敵がいるとき 消費SPが半減,3,Single,14,,10,MKiryuSkill52,AttackSkill,2025.0,10125.0,143,1.0,1.0,3.125,"['Thunder', 'Stab']",None,None,1,0,1,0,0,0,0.05,0.02,AttackUp,0.02,0.02,20,0.0,0.0,御稻荷神話,降低敵人防禦力2回合並使之陷入脆弱狀態，以雷電展開強襲陷入脆弱狀態的敵人在場時，消耗SP減半,桐生 美也,30G,豊楽ノ神秘,豐樂之神秘,4.0,0.0,DebuffUp
桐生 美也,30G,43.0,MKiryu,MKiryuSkill52,御稲荷神話,2ターンの間敵の防御力を下げ 脆弱状態にし 稲妻で強襲する脆弱状態の敵がいるとき 消費SPが半減,3,Single,14,,10,MKiryuSkill52_2,DefenseDown,0.3,0.45,143,1.0,1.0,0.0,,Default,DefenseDown_Turn,0,2,0,0,1,0,0.0,0.0,DebuffUp,0.02,0.02,20,0.0,0.0,御稻荷神話,降低敵人防禦力2回合並使之陷入脆弱狀態，以雷電展開強襲陷入脆弱狀態的敵人在場時，消耗SP減半,桐生 美也,30G,豊楽ノ神秘,豐樂之神秘,4.0,0.0,DebuffUp
桐生 美也,30G,43.0,MKiryu,MKiryuSkill52,御稲荷神話,2ターンの間敵の防御力を下げ 脆弱状態にし 稲妻で強襲する脆弱状態の敵がいるとき 消費SPが半減,3,Single,14,,10,MKiryuSkill52_3,Fragile,0.35,0.5,143,0.0,0.0,0.0,,Default,Fragile_Turn,0,1,0,0,2,0,0.0,0.0,DebuffUp,0.02,0.02,20,0.0,0.0,御稻荷神話,降低敵人防禦力2回合並使之陷入脆弱狀態，以雷電展開強襲陷入脆弱狀態的敵人在場時，消耗SP減半,桐生 美也,30G,豊楽ノ神秘,豐樂之神秘,4.0,0.0,DebuffUp
桐生 美也,30G,43.0,MKiryu,MKiryuSkill91,追撃,敵に追撃する,1,Single,0,,10,MKiryuSkill91,AttackNormal,258.0,1290.0,114,1.0,1.0,0.75,['Stab'],None,None,1,0,1,0,0,0,0.0,0.0,None,0.0,0.0,0,0.0,0.0,追擊,深入追擊敵人,桐生 美也,30G,,,,,
黒沢 真希,31F,76.0,MKurosawa,MKurosawaAttackNormal,通常攻撃,,1,Single,0,,10,MKurosawaAttackNormal,AttackNormal,95.0,475.0,100,1.0,1.0,1.0,['Strike'],None,None,1,0,1,0,0,0,0.0,0.0,None,0.0,0.0,0,0.0,0.0,普通攻擊,,黑澤 真希,31F,,,,,
黒沢 真希,31F,76.0,MKurosawa,MKurosawaSkill01,一発入魂,振り上げた力で 敵を強打[破壊率大],2,Single,5,,10,MKurosawaSkill01,AttackSkill,450.0,2250.0,120,1.0,1.0,4.0,['Strike'],None,None,1,0,1,0,0,0,0.05,0.02,AttackUp,0.02,0.02,20,0.0,0.0,一發入魂,利用高舉揮下的力量強烈打擊敵人[破壞率大],黑澤 真希,31F,Highway of Angels,Highway of Angels,20.0,1.0,
黒沢 真希,31F,76.0,MKurosawa,MKurosawaSkill02,喧嘩上等！！,大剣を大振りして 全体を攻撃さらに 自身をチャージ(スキルを強化)する,1,All,9,,10,MKurosawaSkill02,AttackSkill,879.0,4395.0,132,1.0,1.0,1.8,['Strike'],None,None,1,0,1,0,0,0,0.05,0.02,AttackUp,0.02,0.02,20,0.0,0.0,喧嘩上等！！,猛揮大劍攻擊全體敵人還有，蓄力在自己身上（強化技能）,黑澤 真希,31F,唯我独尊,唯我獨尊,10.0,1.0,AttackUp
黒沢 真希,31F,76.0,MKurosawa,MKurosawaSkill02,喧嘩上等！！,大剣を大振りして 全体を攻撃さらに 自身をチャージ(スキルを強化)する,1,Self,9,,10,MKurosawaSkill02_2,BuffCharge,0.2,0.3,132,1.0,1.0,0.0,,None,None,0,1,0,0,0,0,0.0,0.0,BuffUp,0.04,0.04,60,0.2,0.0,喧嘩上等！！,猛揮大劍攻擊全體敵人還有，蓄力在自己身上（強化技能）,黑澤 真希,31F,唯我独尊,唯我獨尊,10.0,1.0,AttackUp
黒沢 真希,31F,76.0,MKurosawa,MKurosawaSkill03,武血伽魔死,闇の力を宿した大剣で全体を薙ぎ払う [破壊率大],1,All,8,,10,MKurosawaSkill03,AttackSkill,726.0,3630.0,129,1.0,1.0,6.4,"['Dark', 'Strike']",None,None,1,0,1,0,0,0,0.05,0.02,AttackUp,0.02,0.02,20,0.0,0.0,猛力橫掃,用寄宿著黑暗之力的大劍掃蕩全體敵人[破壞率大],黑澤 真希,31F,ハレの日の仏恥義理,紀念日的風馳電掣,4.0,1.0,AttackUp
黒沢 真希,31F,76.0,MKurosawa,MKurosawaSkill51,覇道妄執我突邁進,敵を威圧で脆弱状態にして 大剣を投げ飛ばす [破壊率大]チャージ中は威力が上昇し かつ [破壊率特大],6,Single,14,,13,MKurosawaSkill51,SkillCondition,0.0,0.0,0,0.0,0.0,0.0,['Strike'],None,None,0,0,0,0,0,0,0.0,0.0,None,0.0,0.0,0,0.0,0.0,霸道妄執我突邁進,利用威嚇使敵人陷入脆弱狀態，並拋出大劍[破壞率大]蓄力時威力上升，且[破壞率特大],黑澤 真希,31F,ハレの日の仏恥義理,紀念日的風馳電掣,4.0,1.0,AttackUp
黒沢 真希,31F,76.0,MKurosawa,MKurosawaSkill51a,覇道妄執我突邁進(チャージ中),チャージ中,6,Single,0,,13,MKurosawaSkill51a,AttackSkill,2673.0,13365.0,149,1.0,1.0,21.75,['Strike'],None,None,1,0,1,0,0,0,0.05,0.02,AttackUp,0.02,0.02,20,0.0,0.0,霸道妄執我突邁進(蓄力中),蓄力中,黑澤 真希,31F,ハレの日の仏恥義理,紀念日的風馳電掣,4.0,1.0,AttackUp
黒沢 真希,31F,76.0,MKurosawa,MKurosawaSkill51a,覇道妄執我突邁進(チャージ中),チャージ中,6,Single,0,,13,MKurosawaSkill51a_2,Fragile,0.35,0.5,149,0.0,0.0,0.0,,Default,Fragile_Turn,0,1,0,0,2,0,0.0,0.0,DebuffUp,0.02,0.02,20,0.0,0.0,霸道妄執我突邁進(蓄力中),蓄力中,黑澤 真希,31F,ハレの日の仏恥義理,紀念日的風馳電掣,4.0,1.0,AttackUp
黒沢 真希,31F,76.0,MKurosawa,MKurosawaSkill51b,覇道妄執我突邁進(未チャージ),未チャージ,6,Single,0,,13,MKurosawaSkill51b,AttackSkill,2178.0,10890.0,149,1.0,1.0,13.0,['Strike'],None,None,1,0,1,0,0,0,0.05,0.02,AttackUp,0.02,0.02,20,0.0,0.0,霸道妄執我突邁進(未蓄力),未蓄力,黑澤 真希,31F,ハレの日の仏恥義理,紀念日的風馳電掣,4.0,1.0,AttackUp
黒沢 真希,31F,76.0,MKurosawa,MKurosawaSkill51b,覇道妄執我突邁進(未チャージ),未チャージ,6,Single,0,,13,MKurosawaSkill51b_2,Fragile,0.35,0.5,149,0.0,0.0,0.0,,Default,Fragile_Turn,0,1,0,0,2,0,0.0,0.0,DebuffUp,0.02,0.02,20,0.0,0.0,霸道妄執我突邁進(未蓄力),未蓄力,黑澤 真希,31F,ハレの日の仏恥義理,紀念日的風馳電掣,4.0,1.0,AttackUp
黒沢 真希,31F,76.0,MKurosawa,MKurosawaSkill91,追撃,敵に追撃する,2,Single,0,,10,MKurosawaSkill91,AttackNormal,258.0,1290.0,114,1.0,1.0,0.75,['Strike'],None,None,1,0,1,0,0,0,0.0,0.0,None,0.0,0.0,0,0.0,0.0,追擊,深入追擊敵人,黑澤 真希,31F,,,,,
二階堂 三郷,31D,51.0,MNikaido,MNikaidoAttackNormal,通常攻撃,,1,Single,0,,10,MNikaidoAttackNormal,AttackNormal,95.0,475.0,100,1.0,1.0,1.0,['Strike'],None,None,1,0,1,0,0,0,0.0,0.0,None,0.0,0.0,0,0.0,0.0,普通攻擊,,二階堂 三鄉,31D,,,,,
二階堂 三郷,31D,51.0,MNikaido,MNikaidoSkill01,ハネ殺し,回転する盾を 全体に叩きつけさらに 自身のスキル攻撃力を上げる,3,All,5,,10,MNikaidoSkill01,AttackSkill,375.0,1875.0,120,1.0,1.0,1.0,['Strike'],None,None,1,0,1,0,0,0,0.05,0.02,AttackUp,0.02,0.02,20,0.2,0.0,扳殺,旋轉盾牌重創全體敵人還有，提升自己的技能攻擊力,二階堂 三鄉,31D,最年少名人,最年少名人,20.0,1.0,
二階堂 三郷,31D,51.0,MNikaido,MNikaidoSkill01,ハネ殺し,回転する盾を 全体に叩きつけさらに 自身のスキル攻撃力を上げる,3,Self,5,,10,MNikaidoSkill01_2,AttackUp,0.35,0.5,120,1.0,1.0,0.0,,Default,AttackUp_Count,0,1,0,0,0,0,0.0,0.0,BuffUp,0.04,0.04,60,0.0,0.0,扳殺,旋轉盾牌重創全體敵人還有，提升自己的技能攻擊力,二階堂 三鄉,31D,最年少名人,最年少名人,20.0,1.0,
二階堂 三郷,31D,51.0,MNikaido,MNikaidoSkill02,クールダウン,自身の集中力を高めスキル攻撃力を大きく上げる,1,Self,5,NormalBuff_Up,10,MNikaidoSkill02,AttackUp,0.75,0.9,200,1.0,1.0,0.0,,Default,AttackUp_Count,0,1,0,0,0,0,0.03,0.02,BuffUp,0.04,0.04,60,0.0,0.0,冷卻,提升自己的集中力大幅提升技能攻擊力,二階堂 三鄉,31D,今昔の感、想いは往きて,今昔之感，思緒萬千,10.0,1.0,AttackUp
二階堂 三郷,31D,51.0,MNikaido,MNikaidoSkill04,極点の一手,天賦の才で新たな一手に到達し 敵を攻撃さらに 攻撃力を下げる,3,Single,8,DefaultDebuff,10,MNikaidoSkill04,AttackSkill,918.0,4590.0,129,1.0,1.0,2.0,['Strike'],None,None,1,0,1,0,0,0,0.05,0.02,AttackUp,0.02,0.02,20,0.0,0.0,究極的一手,以天賦之才譜出新的一手，對敵人展開攻擊並降低敵人的攻擊力,二階堂 三鄉,31D,無上の終局,至高無上的終局,4.0,1.0,AttackUp
二階堂 三郷,31D,51.0,MNikaido,MNikaidoSkill04,極点の一手,天賦の才で新たな一手に到達し 敵を攻撃さらに 攻撃力を下げる,3,Single,8,DefaultDebuff,10,MNikaidoSkill04_2,AttackDown,0.2,0.3,129,1.0,1.0,0.0,,Default,AttackDown_Turn,0,2,0,0,1,0,0.0,0.0,DebuffUp,0.02,0.02,20,0.0,0.0,究極的一手,以天賦之才譜出新的一手，對敵人展開攻擊並降低敵人的攻擊力,二階堂 三鄉,31D,無上の終局,至高無上的終局,4.0,1.0,AttackUp
二階堂 三郷,31D,51.0,MNikaido,MNikaidoSkill05,北風のスバル,盤上を見極め自身の氷属性スキル攻撃力を上げる,1,Self,4,IceBuff_Up,10,MNikaidoSkill05,AttackUp,0.65,0.8,192,1.0,1.0,0.0,['Ice'],Default,AttackUpIce_Count,0,1,0,0,0,0,0.03,0.02,BuffUp,0.04,0.04,60,0.0,0.0,北風的昴星,看透盤面，提升自己的冰屬性技能攻擊力,二階堂 三鄉,31D,Holiday Ring a Bell,Holiday Ring a Bell,4.0,1.0,AttackUp
